Business_ID,Business_Age_Years,Industry,Region,Annual_Revenue_AUD,Annual_Profit_AUD,Total_Assets_AUD,Total_Liabilities_AUD,Owner_Credit_Score,Loan_Amount_AUD,Loan_Term_Months,Previous_Loans,Previous_Defaults,Industry_Growth_Rate,Debt_to_Asset_Ratio,Profit_Margin,Loan_to_Revenue_Ratio,Net_Worth,Revenue_per_Year_in_Business,Interest_Coverage_Ratio,Risk_Score,Defaulted,Business_Age_Category,Credit_Score_Category,Loan_Size_Category,Leverage_Category
BIZ1613,1,Education,QLD,89442,1642,163667,343828,826,15661,12,3,0,-0.31,2.101,0.018,0.175,-180161,44721.0,1.31,0.419,0,Startup,Excellent,Small,High
BIZ1614,13,Construction,VIC,123201,8322,170049,395857,705,23735,36,0,0,1.52,2.328,0.068,0.193,-225808,8800.07,4.38,0.621,1,Mature,Good,Small,High
BIZ1615,16,Professional Services,QLD,112731,18279,322547,65435,589,29612,36,3,0,1.7,0.203,0.162,0.263,257112,6631.24,7.713,0.261,0,Mature,Fair,Small,Low
BIZ1616,1,Construction,NT,32085,595,34160,11123,832,15772,24,3,0,5.98,0.326,0.019,0.492,23037,16042.5,0.471,0.2,0,Startup,Excellent,Small,Low
BIZ1617,2,Hospitality,TAS,72598,7326,72259,22632,399,19064,48,2,1,0.41,0.313,0.101,0.263,49627,24199.33,4.8,0.701,1,Startup,Poor,Small,Low
BIZ1618,10,Transport,NSW,319407,17430,1005076,155947,449,51922,24,3,0,1.77,0.155,0.055,0.163,849129,29037.0,4.195,0.467,1,Mature,Poor,Medium,Low
BIZ1619,9,Retail,WA,69932,521,15000,5047,735,5996,36,2,0,1.43,0.336,0.007,0.086,9953,6993.2,1.084,0.297,0,Mature,Good,Small,Low
BIZ1620,2,Professional Services,NSW,99814,15956,71878,58183,678,9354,36,0,0,7.26,0.809,0.16,0.094,13695,33271.33,21.294,0.249,0,Startup,Good,Small,Medium
BIZ1621,2,Construction,ACT,92899,9685,161258,114730,837,43479,36,2,0,4.5,0.711,0.104,0.468,46528,30966.33,2.784,0.22,0,Startup,Excellent,Small,Medium
BIZ1622,3,Transport,NT,295897,38764,436229,914294,777,87183,48,2,0,-0.3,2.096,0.131,0.295,-478065,73974.25,5.557,0.471,0,Established,Excellent,Medium,High
BIZ1623,4,Transport,NT,243593,4917,929725,331536,556,109470,60,0,0,3.69,0.357,0.02,0.449,598189,48718.6,0.561,0.407,0,Established,Fair,Medium,Low
BIZ1624,6,Construction,SA,173732,17350,151715,128642,669,73880,24,1,0,-0.53,0.848,0.1,0.425,23073,24818.86,2.935,0.339,0,Established,Good,Medium,Medium
BIZ1625,3,Education,NT,49947,1501,31578,21459,741,6215,48,1,0,3.28,0.68,0.03,0.124,10119,12486.75,3.013,0.247,0,Established,Good,Small,Medium
BIZ1626,4,Hospitality,WA,126934,24752,85150,75928,767,16322,24,0,0,6.6,0.892,0.195,0.129,9222,25386.8,18.942,0.173,0,Established,Excellent,Small,Medium
BIZ1627,9,Manufacturing,NT,146907,1362,145567,281701,816,68376,36,3,0,-3.37,1.935,0.009,0.465,-136134,14690.7,0.249,0.411,0,Mature,Excellent,Medium,High
BIZ1628,1,Hospitality,QLD,60534,6391,131130,82828,849,27040,12,1,0,-0.52,0.632,0.106,0.447,48302,30267.0,2.953,0.254,0,Startup,Excellent,Small,Medium
BIZ1629,2,Construction,SA,53671,2354,117138,253163,546,13842,24,2,0,2.97,2.161,0.044,0.258,-136025,17890.33,2.124,0.938,1,Startup,Fair,Small,High
BIZ1630,8,Retail,WA,325627,46026,257789,51936,824,30147,36,3,0,1.31,0.201,0.141,0.093,205853,36180.78,19.076,0.084,0,Established,Excellent,Small,Low
BIZ1631,14,Manufacturing,TAS,79972,4603,76209,44526,524,5000,36,3,0,3.14,0.584,0.058,0.063,31683,5331.47,11.479,0.343,0,Mature,Fair,Small,Medium
BIZ1632,5,Professional Services,TAS,305737,31277,173428,81447,565,63741,48,1,0,2.25,0.47,0.102,0.208,91981,50956.17,6.132,0.257,0,Established,Fair,Medium,Low
BIZ1633,5,Hospitality,TAS,198385,22415,119806,44108,802,10925,48,1,0,-2.54,0.368,0.113,0.055,75698,33064.17,25.617,0.104,0,Established,Excellent,Small,Low
BIZ1634,1,Construction,TAS,131335,12460,201442,95182,441,23185,60,1,0,4.37,0.473,0.095,0.177,106260,65667.5,6.714,0.575,1,Startup,Poor,Small,Low
BIZ1635,4,Hospitality,QLD,135506,9038,290133,75188,782,38039,36,2,0,-1.5,0.259,0.067,0.281,214945,27101.2,2.969,0.14,1,Established,Excellent,Small,Low
BIZ1636,5,Manufacturing,NT,37038,5314,19956,9602,437,5000,24,0,0,3.12,0.481,0.143,0.135,10354,6173.0,13.252,0.377,0,Established,Poor,Small,Low
BIZ1637,2,IT,NSW,114089,15000,108067,41185,797,12247,36,0,0,1.14,0.381,0.131,0.107,66882,38029.67,15.294,0.126,0,Startup,Excellent,Small,Low
BIZ1638,2,Agriculture,WA,266176,23385,188351,21999,583,144544,36,0,0,9.7,0.117,0.088,0.543,166352,88725.33,2.022,0.342,0,Startup,Fair,Medium,Low
BIZ1639,3,Hospitality,QLD,159044,14797,218656,533363,513,59165,36,2,0,2.14,2.439,0.093,0.372,-314707,39761.0,3.126,0.919,1,Established,Fair,Medium,High
BIZ1640,1,Professional Services,TAS,109978,4177,71319,20952,552,62022,36,1,0,3.55,0.294,0.038,0.564,50367,54989.0,0.842,0.33,0,Startup,Fair,Medium,Low
BIZ1641,3,Professional Services,ACT,327209,33744,84329,56989,722,78597,36,2,0,4.16,0.676,0.103,0.24,27340,81802.25,5.366,0.211,0,Established,Good,Medium,Medium
BIZ1642,2,Healthcare,NT,86722,5319,129660,42345,560,36633,36,1,0,3.51,0.327,0.061,0.422,87315,28907.33,1.814,0.33,0,Startup,Fair,Small,Low
BIZ1643,3,Hospitality,NSW,63979,3516,43661,54664,730,10401,24,3,0,2.42,1.252,0.055,0.163,-11003,15994.75,4.22,0.527,0,Established,Good,Small,High
BIZ1644,1,Agriculture,ACT,109939,7938,79858,116681,430,42885,12,3,0,-0.47,1.461,0.072,0.39,-36823,54969.5,2.313,0.821,1,Startup,Poor,Small,High
BIZ1645,14,Education,SA,168809,6914,179490,121901,397,20471,24,1,1,2.16,0.679,0.041,0.121,57589,11253.93,4.219,0.6,0,Mature,Poor,Small,Medium
BIZ1646,6,Transport,ACT,30000,6092,30353,18931,373,5000,24,3,1,-3.1,0.624,0.203,0.167,11422,4285.71,15.192,0.653,1,Established,Poor,Small,Medium
BIZ1647,7,Agriculture,SA,120500,2423,129712,27131,687,67762,48,2,0,3.96,0.209,0.02,0.562,102581,15062.5,0.447,0.239,0,Established,Good,Medium,Low
BIZ1648,10,Transport,SA,174074,27526,53604,89416,812,61829,24,1,0,11.26,1.668,0.158,0.355,-35812,15824.91,5.564,0.364,1,Mature,Excellent,Medium,High
BIZ1649,5,Transport,TAS,81736,2081,93436,163204,820,45757,48,1,0,3.03,1.747,0.025,0.56,-69768,13622.67,0.568,0.401,0,Established,Excellent,Small,High
BIZ1650,1,IT,SA,214244,50892,55794,74123,550,50048,36,0,0,3.52,1.328,0.238,0.234,-18329,107122.0,12.708,0.548,1,Startup,Fair,Medium,High
BIZ1651,5,Healthcare,VIC,154636,3425,200901,170914,682,35609,12,4,0,-2.16,0.851,0.022,0.23,29987,25772.67,1.202,0.273,0,Established,Good,Small,Medium
BIZ1652,6,Agriculture,WA,441957,17800,707856,338408,845,119487,48,3,0,0.05,0.478,0.04,0.27,369448,63136.71,1.862,0.168,0,Established,Excellent,Medium,Low
BIZ1653,9,Agriculture,WA,58371,14072,21024,39914,545,25585,36,1,1,5.18,1.898,0.241,0.438,-18890,5837.1,6.872,0.819,1,Mature,Fair,Small,High
BIZ1654,4,IT,TAS,176574,56548,176055,35536,638,63777,24,3,0,-1.84,0.202,0.32,0.361,140519,35314.8,11.081,0.274,0,Established,Good,Medium,Low
BIZ1655,1,Hospitality,VIC,48429,5285,74769,54049,747,27069,48,1,0,0.32,0.723,0.109,0.559,20720,24214.5,2.439,0.349,1,Startup,Good,Small,Medium
BIZ1656,3,Hospitality,ACT,31864,4758,19926,8172,382,5000,12,2,1,4.2,0.41,0.149,0.157,11754,7966.0,11.865,0.697,1,Established,Poor,Small,Low
BIZ1657,3,Hospitality,QLD,30000,3801,36795,64612,406,13185,24,0,0,4.93,1.756,0.127,0.439,-27817,7500.0,3.6,0.916,1,Established,Poor,Small,High
BIZ1658,7,Retail,ACT,143893,6264,22149,8377,607,33337,48,2,1,2.17,0.378,0.044,0.232,13772,17986.62,2.348,0.567,0,Established,Fair,Small,Low
BIZ1659,6,Transport,NT,112304,10653,177705,83472,647,16747,48,3,0,2.87,0.47,0.095,0.149,94233,16043.43,7.945,0.331,0,Established,Good,Small,Low
BIZ1660,3,Retail,QLD,70591,7681,58844,40091,428,23345,24,0,0,2.86,0.681,0.109,0.331,18753,17647.75,4.111,0.69,1,Established,Poor,Small,Medium
BIZ1661,25,Healthcare,SA,30000,199,21041,16634,543,9833,12,4,1,-1.2,0.791,0.007,0.328,4407,1153.85,0.253,0.606,0,Mature,Fair,Small,Medium
BIZ1662,6,IT,NSW,60884,8182,89962,48418,576,7632,48,0,0,2.28,0.538,0.134,0.125,41544,8697.71,13.379,0.254,0,Established,Fair,Small,Medium
BIZ1663,2,Agriculture,QLD,98999,3052,228762,26561,328,15943,36,5,4,3.23,0.116,0.031,0.161,202201,32999.67,2.391,0.683,1,Startup,Poor,Small,Low
BIZ1664,1,Transport,NSW,171994,5194,188460,47975,518,47210,24,3,0,2.23,0.255,0.03,0.274,140485,85997.0,1.375,0.508,0,Startup,Fair,Small,Low
BIZ1665,1,Retail,WA,97579,4432,209744,172699,753,26819,36,3,0,-3.28,0.823,0.045,0.275,37045,48789.5,2.065,0.292,1,Startup,Excellent,Small,Medium
BIZ1666,2,Retail,NSW,117764,20527,37966,71141,399,26456,60,5,1,7.11,1.874,0.174,0.225,-33175,39254.67,9.694,1.0,1,Startup,Poor,Small,High
BIZ1667,2,Construction,WA,75864,5330,92620,222837,694,9991,12,0,0,-0.78,2.406,0.07,0.132,-130217,25288.0,6.66,0.631,0,Startup,Good,Small,High
BIZ1668,2,Retail,VIC,335862,50531,254041,160535,563,17601,48,2,0,2.72,0.632,0.15,0.052,93506,111954.0,35.861,0.548,0,Startup,Fair,Small,Medium
BIZ1669,3,Education,VIC,48398,7013,24693,61695,646,28246,36,0,0,3.47,2.498,0.145,0.584,-37002,12099.5,3.102,0.536,0,Established,Good,Small,High
BIZ1670,2,Agriculture,TAS,60508,13208,15573,12501,624,34424,36,0,0,1.14,0.803,0.218,0.569,3072,20169.33,4.794,0.405,1,Startup,Good,Small,Medium
BIZ1671,14,Education,TAS,69936,3885,82653,66106,600,22100,48,2,0,3.23,0.8,0.056,0.316,16547,4662.4,2.196,0.374,1,Mature,Fair,Small,Medium
BIZ1672,1,Agriculture,SA,144335,12406,199798,140647,816,86208,60,3,0,0.17,0.704,0.086,0.597,59151,72167.5,1.799,0.224,0,Startup,Excellent,Medium,Medium
BIZ1673,5,IT,QLD,47705,2171,87378,72028,681,20060,24,2,0,8.94,0.824,0.046,0.42,15350,7950.83,1.352,0.266,0,Established,Good,Small,Medium
BIZ1674,4,Agriculture,SA,108553,1981,180031,121490,792,9538,24,1,0,1.72,0.675,0.018,0.088,58541,21710.6,2.593,0.206,0,Established,Excellent,Small,Medium
BIZ1675,25,Education,WA,110795,24504,57091,31374,713,12713,60,4,1,5.2,0.55,0.221,0.115,25717,4261.35,24.07,0.226,0,Mature,Good,Small,Medium
BIZ1676,1,Agriculture,SA,60715,6500,107836,41738,794,33627,36,2,0,-0.78,0.387,0.107,0.554,66098,30357.5,2.415,0.095,0,Startup,Excellent,Small,Low
BIZ1677,4,IT,NSW,124366,4939,235341,94605,758,49314,36,3,0,4.66,0.402,0.04,0.397,140736,24873.2,1.252,0.08,0,Established,Excellent,Small,Low
BIZ1678,21,IT,WA,48753,1859,34150,4630,839,25046,36,2,0,0.35,0.136,0.038,0.514,29520,2216.05,0.927,0.097,0,Mature,Excellent,Small,Low
BIZ1679,13,Healthcare,TAS,45163,3653,37612,27512,736,24570,48,3,0,-1.68,0.731,0.081,0.544,10100,3225.93,1.858,0.17,0,Mature,Good,Small,Medium
BIZ1680,11,Agriculture,VIC,105844,23468,49475,21038,624,31368,48,1,0,-0.7,0.425,0.222,0.296,28437,8820.33,9.348,0.319,0,Mature,Good,Small,Low
BIZ1681,2,Construction,TAS,30889,6967,61493,6970,808,5000,60,2,0,-0.04,0.113,0.226,0.162,54523,10296.33,17.374,0.144,0,Startup,Excellent,Small,Low
BIZ1682,2,Hospitality,QLD,30000,7385,15000,10070,825,5000,36,5,0,2.83,0.671,0.246,0.167,4930,10000.0,18.416,0.267,0,Startup,Excellent,Small,Medium
BIZ1683,7,Professional Services,WA,143341,26732,161775,102332,770,12415,24,3,0,11.13,0.633,0.186,0.087,59443,17917.62,26.888,0.131,0,Established,Excellent,Small,Medium
BIZ1684,16,IT,WA,205721,20735,117733,104887,524,31641,36,2,1,10.71,0.891,0.101,0.154,12846,12101.24,8.188,0.503,1,Mature,Fair,Small,Medium
BIZ1685,5,Manufacturing,NSW,71199,15650,29987,25350,814,19636,36,0,0,1.53,0.845,0.22,0.276,4637,11866.5,9.956,0.174,0,Established,Excellent,Small,Medium
BIZ1686,6,Hospitality,QLD,61842,8014,16440,34142,507,7112,36,0,0,5.38,2.077,0.13,0.115,-17702,8834.57,14.061,0.901,1,Established,Fair,Small,High
BIZ1687,2,Transport,VIC,199560,41057,143576,247647,666,28278,36,1,0,-1.26,1.725,0.206,0.142,-104071,66520.0,18.141,0.49,1,Startup,Good,Small,High
BIZ1688,9,Agriculture,ACT,44272,8347,16972,39393,568,13069,24,1,0,-3.81,2.321,0.189,0.295,-22421,4427.2,7.976,0.633,1,Mature,Fair,Small,High
BIZ1689,2,Education,WA,38011,1602,32192,18015,615,9012,36,4,1,2.59,0.56,0.042,0.237,14177,12670.33,2.219,0.419,0,Startup,Fair,Small,Medium
BIZ1690,3,Professional Services,WA,161999,31331,383443,45330,836,49768,36,1,0,4.14,0.118,0.193,0.307,338113,40499.75,7.867,0.083,0,Established,Excellent,Small,Low
BIZ1691,4,Manufacturing,NSW,99342,30703,91677,223299,486,28416,48,3,1,4.85,2.436,0.309,0.286,-131622,19868.4,13.5,0.742,1,Established,Poor,Small,High
BIZ1692,5,Hospitality,SA,208025,9659,564548,176389,650,84138,36,4,2,5.74,0.312,0.046,0.404,388159,34670.83,1.435,0.45,1,Established,Good,Medium,Low
BIZ1693,2,Agriculture,NT,30000,1168,15000,3949,638,16963,24,0,0,1.51,0.263,0.039,0.565,11051,10000.0,0.86,0.364,0,Startup,Good,Small,Low
BIZ1694,1,Healthcare,VIC,37031,5027,15000,10787,368,5000,36,2,0,2.72,0.719,0.136,0.135,4213,18515.5,12.536,0.485,0,Startup,Poor,Small,Medium
BIZ1695,6,Transport,TAS,99711,1719,44082,6723,593,10429,48,5,2,4.96,0.153,0.017,0.105,37359,14244.43,2.058,0.557,0,Established,Fair,Small,Low
BIZ1696,3,Professional Services,QLD,132239,24343,104120,252786,739,68637,36,3,0,6.08,2.428,0.184,0.519,-148666,33059.75,4.432,0.457,1,Established,Good,Medium,High
BIZ1697,6,Construction,WA,178598,8483,749125,548633,566,58672,36,1,1,-0.22,0.732,0.047,0.329,200492,25514.0,1.807,0.658,1,Established,Fair,Medium,Medium
BIZ1698,2,Healthcare,WA,111566,20518,33694,25278,796,52605,36,2,0,3.13,0.75,0.184,0.472,8416,37188.67,4.874,0.157,0,Startup,Excellent,Medium,Medium
BIZ1699,4,Manufacturing,TAS,110775,14132,131538,68490,818,18663,24,1,0,4.45,0.521,0.128,0.168,63048,22155.0,9.459,0.075,0,Established,Excellent,Small,Medium
BIZ1700,5,Professional Services,VIC,75163,6076,40434,23630,618,38023,48,1,0,2.94,0.584,0.081,0.506,16804,12527.17,1.997,0.246,0,Established,Fair,Small,Medium
BIZ1701,1,Healthcare,NT,300629,61390,215205,83365,590,167785,12,0,0,0.63,0.387,0.204,0.558,131840,150314.5,4.573,0.308,0,Startup,Fair,Medium,Low
BIZ1702,3,Transport,SA,45610,4095,17554,10805,721,18221,36,2,0,2.51,0.615,0.09,0.399,6749,11402.5,2.807,0.275,0,Established,Good,Small,Medium
BIZ1703,1,Construction,WA,126920,27497,176097,132244,723,13736,24,3,0,4.09,0.751,0.217,0.108,43853,63460.0,25.0,0.346,0,Startup,Good,Small,Medium
BIZ1704,1,Healthcare,NT,49440,5007,39425,28641,604,26816,12,2,0,0.22,0.726,0.101,0.542,10784,24720.0,2.333,0.377,0,Startup,Fair,Small,Medium
BIZ1705,25,Retail,VIC,143536,11052,225666,168089,419,69739,36,0,0,-1.09,0.745,0.077,0.486,57577,5520.62,1.981,0.653,1,Mature,Poor,Medium,Medium
BIZ1706,3,Construction,TAS,47766,2601,43443,15581,744,22114,36,1,0,8.68,0.359,0.054,0.463,27862,11941.5,1.469,0.298,1,Established,Good,Small,Low
BIZ1707,10,Manufacturing,NSW,166154,13200,42688,20538,847,11664,48,1,0,3.06,0.481,0.079,0.07,22150,15104.91,14.131,0.087,0,Mature,Excellent,Small,Low
BIZ1708,2,Transport,SA,106774,10922,168787,70522,571,52258,48,2,0,5.32,0.418,0.102,0.489,98265,35591.33,2.612,0.32,0,Startup,Fair,Medium,Low
BIZ1709,7,Agriculture,QLD,334786,66968,81915,9502,745,42140,48,2,0,3.13,0.116,0.2,0.126,72413,41848.25,19.859,0.187,0,Established,Good,Small,Low
BIZ1710,9,Education,WA,81087,3910,21619,28930,785,13972,36,3,0,5.65,1.338,0.048,0.172,-7311,8108.7,3.495,0.35,0,Mature,Excellent,Small,High
BIZ1711,6,Education,VIC,132916,5418,62764,149300,731,48836,36,4,0,2.74,2.379,0.041,0.367,-86536,18988.0,1.386,0.487,0,Established,Good,Small,High
BIZ1712,4,Education,NSW,57196,2539,27225,6147,741,11195,36,2,0,4.26,0.226,0.044,0.196,21078,11439.2,2.832,0.158,0,Established,Good,Small,Low
BIZ1713,4,Professional Services,QLD,80698,11336,152677,87160,717,33388,36,0,0,-0.83,0.571,0.14,0.414,65517,16139.6,4.242,0.129,0,Established,Good,Small,Medium
BIZ1714,3,Manufacturing,ACT,106300,9629,78537,66694,845,40865,36,0,0,-2.8,0.849,0.091,0.384,11843,26575.0,2.944,0.144,0,Established,Excellent,Small,Medium
BIZ1715,16,Transport,VIC,33892,3555,58651,23022,663,5000,60,3,0,1.07,0.393,0.105,0.148,35629,1993.65,8.865,0.161,0,Mature,Good,Small,Low
BIZ1716,11,Construction,VIC,36594,9083,21309,10563,751,15033,24,2,0,-1.78,0.496,0.248,0.411,10746,3049.5,7.546,0.089,0,Mature,Excellent,Small,Low
BIZ1717,21,Professional Services,QLD,150226,6785,148818,218207,728,83852,60,1,0,-3.85,1.466,0.045,0.558,-69389,6828.45,1.011,0.394,0,Mature,Good,Medium,High
BIZ1718,1,Manufacturing,NSW,89120,10626,96970,58646,730,12352,12,5,0,3.41,0.605,0.119,0.139,38324,44560.0,10.742,0.246,0,Startup,Good,Small,Medium
BIZ1719,8,Agriculture,ACT,65182,10591,81030,118395,565,24663,36,1,0,-2.81,1.461,0.162,0.378,-37365,7242.44,5.365,0.554,0,Established,Fair,Small,High
BIZ1720,17,Retail,NT,58930,7505,36503,8938,502,14026,24,2,0,5.35,0.245,0.127,0.238,27565,3273.89,6.683,0.517,1,Mature,Fair,Small,Low
BIZ1721,2,Transport,NT,60539,1368,39510,24524,787,18330,36,1,0,6.82,0.621,0.023,0.303,14986,20179.67,0.932,0.248,0,Startup,Excellent,Small,Medium
BIZ1722,1,Education,TAS,106807,19929,73123,10356,539,22199,24,3,1,-1.83,0.142,0.187,0.208,62767,53403.5,11.215,0.471,1,Startup,Fair,Small,Low
BIZ1723,9,Healthcare,NSW,134796,18343,40948,17023,714,32994,48,3,0,3.37,0.416,0.136,0.245,23925,13479.6,6.947,0.09,0,Mature,Good,Small,Low
BIZ1724,6,Transport,SA,30000,1149,23356,14453,595,5000,48,3,1,8.07,0.619,0.038,0.167,8903,4285.71,2.865,0.513,1,Established,Fair,Small,Medium
BIZ1725,12,IT,WA,265397,49782,172606,37441,791,156545,36,3,0,1.08,0.217,0.188,0.59,135165,20415.15,3.975,0.056,0,Mature,Excellent,Medium,Low
BIZ1726,1,Manufacturing,QLD,252506,4997,292796,106083,329,99396,36,1,0,4.33,0.362,0.02,0.394,186713,126253.0,0.628,0.471,0,Startup,Poor,Medium,Low
BIZ1727,10,Hospitality,TAS,30000,458,25944,9252,800,9761,60,3,0,9.68,0.357,0.015,0.325,16692,2727.27,0.586,0.193,0,Mature,Excellent,Small,Low
BIZ1728,2,Agriculture,ACT,211112,21501,385375,70829,701,55109,48,5,0,-2.53,0.184,0.102,0.261,314546,70370.67,4.876,0.157,0,Startup,Good,Medium,Low
BIZ1729,2,Retail,QLD,206623,13706,176434,107096,540,71627,36,1,1,-0.56,0.607,0.066,0.347,69338,68874.33,2.391,0.818,1,Startup,Fair,Medium,Medium
BIZ1730,2,Agriculture,QLD,98746,7668,57698,47775,737,25580,48,1,0,4.19,0.828,0.078,0.259,9923,32915.33,3.745,0.32,1,Startup,Good,Small,Medium
BIZ1731,11,Transport,NSW,39814,7131,33745,11061,599,9871,36,3,0,9.02,0.328,0.179,0.248,22684,3317.83,9.019,0.313,0,Mature,Fair,Small,Low
BIZ1732,7,Hospitality,WA,200919,28230,254017,114470,606,61314,36,6,1,0.37,0.451,0.141,0.305,139547,25114.88,5.754,0.539,0,Established,Fair,Medium,Low
BIZ1733,5,IT,SA,83377,8640,23557,11102,612,16824,36,3,0,9.81,0.471,0.104,0.202,12455,13896.17,6.415,0.247,0,Established,Fair,Small,Low
BIZ1734,3,Construction,NT,144960,973,77270,63425,478,21603,36,5,2,2.9,0.821,0.007,0.149,13845,36240.0,0.563,0.959,1,Established,Poor,Small,Medium
BIZ1735,13,Healthcare,VIC,466699,85453,251936,101157,822,166207,12,0,0,-3.4,0.402,0.183,0.356,150779,33335.64,6.426,0.103,0,Mature,Excellent,Medium,Low
BIZ1736,3,Hospitality,VIC,117746,13166,123362,99182,419,60465,36,2,1,7.27,0.804,0.112,0.514,24180,29436.5,2.721,0.844,1,Established,Poor,Medium,Medium
BIZ1737,11,Manufacturing,QLD,51957,6512,58369,23256,648,6965,36,3,0,1.11,0.398,0.125,0.134,35113,4329.75,11.666,0.298,0,Mature,Good,Small,Low
BIZ1738,4,Education,NT,78040,102,67894,12351,581,5307,60,1,0,3.85,0.182,0.001,0.068,55543,15608.0,0.24,0.355,0,Established,Fair,Small,Low
BIZ1739,3,IT,NT,56805,14255,15000,19295,642,10551,60,3,0,-2.48,1.286,0.251,0.186,-4295,14201.25,16.868,0.438,0,Established,Good,Small,High
BIZ1740,4,Healthcare,WA,133711,9615,40630,36143,545,78735,36,3,0,0.24,0.89,0.072,0.589,4487,26742.2,1.526,0.412,0,Established,Fair,Medium,Medium
BIZ1741,3,Retail,ACT,56148,734,39830,4272,682,28400,36,2,0,-1.99,0.107,0.013,0.506,35558,14037.0,0.323,0.287,0,Established,Good,Small,Low
BIZ1742,9,Education,ACT,70898,18236,42963,52803,694,26780,24,1,0,-2.31,1.229,0.257,0.378,-9840,7089.8,8.508,0.292,0,Mature,Good,Small,High
BIZ1743,5,Transport,TAS,40170,1855,32994,20051,639,22538,36,1,0,2.79,0.608,0.046,0.561,12943,6695.0,1.028,0.424,1,Established,Good,Small,Medium
BIZ1744,2,Hospitality,NSW,89997,20120,55597,107541,393,26540,12,4,4,4.2,1.934,0.224,0.295,-51944,29999.0,9.472,1.0,1,Startup,Poor,Small,High
BIZ1745,14,Healthcare,WA,111717,15101,229282,176112,673,66002,24,4,0,0.86,0.768,0.135,0.591,53170,7447.8,2.859,0.219,0,Mature,Good,Medium,Medium
BIZ1746,3,Professional Services,WA,30000,3011,15000,10281,552,6388,36,3,2,-1.81,0.685,0.1,0.213,4719,7500.0,5.88,0.514,1,Established,Fair,Small,Medium
BIZ1747,5,Construction,NSW,118385,6657,116223,240434,353,21565,36,2,0,-1.33,2.069,0.056,0.182,-124211,19730.83,3.856,0.97,1,Established,Poor,Small,High
BIZ1748,15,Construction,NT,95607,16980,128644,27691,648,38331,12,6,0,3.61,0.215,0.178,0.401,100953,5975.44,5.535,0.38,0,Mature,Good,Small,Low
BIZ1749,6,IT,ACT,57786,3314,72072,43940,700,14907,48,1,0,2.83,0.61,0.057,0.258,28132,8255.14,2.777,0.243,0,Established,Good,Small,Medium
BIZ1750,1,Retail,ACT,408415,12066,536275,292496,651,161120,36,4,0,3.66,0.545,0.03,0.394,243779,204207.5,0.936,0.347,0,Startup,Good,Medium,Medium
BIZ1751,17,IT,NT,193094,12284,276399,89906,748,42045,12,2,0,7.18,0.325,0.064,0.218,186493,10727.44,3.651,0.143,0,Mature,Good,Small,Low
BIZ1752,6,Professional Services,ACT,45821,6558,26110,4305,557,17863,12,4,1,4.23,0.165,0.143,0.39,21805,6545.86,4.586,0.364,0,Established,Fair,Small,Low
BIZ1753,3,Manufacturing,QLD,177507,16095,75047,16808,551,35796,24,1,0,3.73,0.224,0.091,0.202,58239,44376.75,5.618,0.291,0,Established,Fair,Small,Low
BIZ1754,1,Retail,WA,235896,18480,56973,42341,354,18408,24,0,0,9.61,0.743,0.078,0.078,14632,117948.0,12.54,0.693,1,Startup,Poor,Small,Medium
BIZ1755,10,Agriculture,VIC,108273,8674,71314,38583,724,59731,48,0,0,1.68,0.541,0.08,0.552,32731,9843.0,1.815,0.148,0,Mature,Good,Medium,Medium
BIZ1756,6,Manufacturing,NSW,127135,27707,65282,54895,713,68114,36,1,0,9.65,0.841,0.218,0.536,10387,18162.14,5.084,0.237,0,Established,Good,Medium,Medium
BIZ1757,5,Retail,ACT,125096,5268,205623,83648,554,73048,48,3,2,6.77,0.407,0.042,0.584,121975,20849.33,0.901,0.621,1,Established,Fair,Medium,Low
BIZ1758,14,Retail,TAS,30000,4193,20669,18278,744,13322,24,1,0,1.61,0.884,0.14,0.444,2391,2000.0,3.931,0.261,0,Mature,Good,Small,Medium
BIZ1759,10,Professional Services,ACT,86611,20115,38213,64833,697,36852,36,3,0,4.91,1.697,0.232,0.425,-26620,7873.73,6.821,0.36,0,Mature,Good,Small,High
BIZ1760,1,Transport,ACT,83513,13671,33511,13692,702,29851,36,1,0,1.85,0.409,0.164,0.357,19819,41756.5,5.722,0.171,0,Startup,Good,Small,Low
BIZ1761,3,Professional Services,SA,268635,1872,725343,500133,730,32039,36,3,0,-1.81,0.69,0.007,0.119,225210,67158.75,0.73,0.327,0,Established,Good,Small,Medium
BIZ1762,2,Retail,QLD,124692,4431,100745,76505,707,19212,36,1,0,2.48,0.759,0.036,0.154,24240,41564.0,2.881,0.377,0,Startup,Good,Small,Medium
BIZ1763,9,Healthcare,NSW,80151,9358,41058,20993,715,16768,60,4,0,-1.9,0.511,0.117,0.209,20065,8015.1,6.971,0.106,0,Mature,Good,Small,Medium
BIZ1764,1,Manufacturing,SA,92680,10019,81742,41358,583,50008,24,1,0,3.2,0.506,0.108,0.54,40384,46340.0,2.504,0.262,0,Startup,Fair,Medium,Medium
BIZ1765,6,Professional Services,SA,202070,5475,516330,1100095,487,29327,36,6,1,4.9,2.131,0.027,0.145,-583765,28867.14,2.333,0.773,1,Established,Poor,Small,High
BIZ1766,9,Transport,TAS,86750,2561,56217,24831,606,48370,48,6,1,1.85,0.442,0.03,0.558,31386,8675.0,0.662,0.484,0,Mature,Fair,Small,Low
